series,author,gender,author_pos,release_year,character_pos,maincharacter_name
Band 2865,Oliver Fröhlich,male,a1,2016.0,C1,Atlan da Gonozal
Band 2865,Oliver Fröhlich,male,a1,2016.0,C2,Vogel Ziellos
Band 2865,Oliver Fröhlich,male,a1,2016.0,C3,Lua Virtanen
Band 2865,Oliver Fröhlich,male,a1,2016.0,C4,Der Revolvermann
Band 2865,Oliver Fröhlich,male,a1,2016.0,C5,Maybelle Carr
Band 2866,Michael Marcus Thurner,male,a1,2016.0,C1,Atlan da Gonozal
Band 2866,Michael Marcus Thurner,male,a1,2016.0,C2,Julian Tifflor
Band 2866,Michael Marcus Thurner,male,a1,2016.0,C3,Lua Virtanen
Band 2866,Michael Marcus Thurner,male,a1,2016.0,C4,Vogel Ziellos
Band 2866,Michael Marcus Thurner,male,a1,2016.0,C5,Pamela Bess
Band 2867,Michelle Stern,male,a1,2016.0,C1,Aichatou Zakara
Band 2867,Michelle Stern,male,a1,2016.0,C2,Moe Xangongo
Band 2867,Michelle Stern,male,a1,2016.0,C3,Alei Perres
Band 2867,Michelle Stern,male,a1,2016.0,C4,Charla Perres
Band 2868,Christian Montillon,male,a1,2016.0,C1,Perry Rhodan
Band 2868,Christian Montillon,male,a1,2016.0,C2,Dienbacer
Band 2868,Christian Montillon,male,a1,2016.0,C3,Margorat Ruwaog
Band 2868,Christian Montillon,male,a1,2016.0,C4,Aichatou Zakara
Band 2869,Uwe Anton,male,a1,2016.0,C1,Gucky
Band 2869,Uwe Anton,male,a1,2016.0,C2,Perry Rhodan
Band 2869,Uwe Anton,male,a1,2016.0,C3,Angakkuq
Band 2869,Uwe Anton,male,a1,2016.0,C4,Eleonore Pazza
Band 2869,Uwe Anton,male,a1,2016.0,C5,Matan Addaru
Band 287,H. G. Ewers,male,a1,1967.0,C1,Atlan
Band 287,H. G. Ewers,male,a1,1967.0,C2,Melbar Kasom
Band 287,H. G. Ewers,male,a1,1967.0,C3,Ras Tschubai
Band 287,H. G. Ewers,male,a1,1967.0,C4,Wuriu Sengu
Band 287,H. G. Ewers,male,a1,1967.0,C5,Baar Lun
Band 287,H. G. Ewers,male,a1,1967.0,C6, Omar Hawk
Band 2870,Leo Lukas,male,a1,2016.0,C1,Perry Rhodan und Gucky
Band 2870,Leo Lukas,male,a1,2016.0,C2,Sui Dean
Band 2870,Leo Lukas,male,a1,2016.0,C3,Ovaron Kilmacthomas
Band 2870,Leo Lukas,male,a1,2016.0,C4,Benya Roshi
Band 2871,Verena Themsen,female,a1,2016.0,C1,Perry Rhodan
Band 2871,Verena Themsen,female,a1,2016.0,C2,Paddkavu Yolloc
Band 2871,Verena Themsen,female,a1,2016.0,C3,Tamu Chaplin
Band 2871,Verena Themsen,female,a1,2016.0,C4,Pey-Ceyan
Band 2872,Michael Marcus Thurner,male,a1,2016.0,C1,Attilar Leccore
Band 2872,Michael Marcus Thurner,male,a1,2016.0,C2,Paqar Taxmapu
Band 2872,Michael Marcus Thurner,male,a1,2016.0,C3,Ev-Pothennen
Band 2872,Michael Marcus Thurner,male,a1,2016.0,C4,Dekknotay
Band 2872,Michael Marcus Thurner,male,a1,2016.0,C5,Maxal Xommot
Band 2872,Michael Marcus Thurner,male,a1,2016.0,C6,Accoshai
Band 2873,Uwe Anton,male,a1,2016.0,C1,Perry Rhodan
Band 2873,Uwe Anton,male,a1,2016.0,C2,Sichu Dorksteiger
Band 2873,Uwe Anton,male,a1,2016.0,C3,Matan Addaru Jabarim
Band 2873,Uwe Anton,male,a1,2016.0,C4,Mato Cardweel
Band 2873,Uwe Anton,male,a1,2016.0,C5,Cai Cheung
Band 2874,Wim Vandemaan,male,a1,2016.0,C1,Atlan
Band 2874,Christian Montillon,male,a2,2016.0,C1,Atlan
Band 2874,Wim Vandemaan,male,a1,2016.0,C2,Julian Tifflor
Band 2874,Christian Montillon,male,a2,2016.0,C2,Julian Tifflor
Band 2874,Wim Vandemaan,male,a1,2016.0,C3,Perry Rhodan
Band 2874,Christian Montillon,male,a2,2016.0,C3,Perry Rhodan
Band 2874,Wim Vandemaan,male,a1,2016.0,C4,Gucky
Band 2874,Christian Montillon,male,a2,2016.0,C4,Gucky
Band 2874,Wim Vandemaan,male,a1,2016.0,C5,Hekéner Sharoun
Band 2874,Christian Montillon,male,a2,2016.0,C5,Hekéner Sharoun
Band 2875,Christian Montillon,male,a1,2016.0,C1,Perry Rhodan
Band 2875,Christian Montillon,male,a1,2016.0,C2,Pey-Ceyan
Band 2875,Christian Montillon,male,a1,2016.0,C3,Shoer Venyeth
Band 2875,Christian Montillon,male,a1,2016.0,C4,Knaudh
Band 2875,Christian Montillon,male,a1,2016.0,C5,Paqar Taxmapu
Band 2876,Leo Lukas,male,a1,2016.0,C1,Perry Rhodan
Band 2876,Leo Lukas,male,a1,2016.0,C2,Cuttra Yass
Band 2876,Leo Lukas,male,a1,2016.0,C3,Attilar Leccore
Band 2876,Leo Lukas,male,a1,2016.0,C4,Der Advokat
Band 2876,Leo Lukas,male,a1,2016.0,C5,Xervan
Band 2876,Leo Lukas,male,a1,2016.0,C6,Laccess
Band 2877,Michael Marcus Thurner,male,a1,2016.0,C1,Perry Rhodan
Band 2877,Michael Marcus Thurner,male,a1,2016.0,C2,Attilar Leccore
Band 2877,Michael Marcus Thurner,male,a1,2016.0,C3,Der Advokat
Band 2877,Michael Marcus Thurner,male,a1,2016.0,C4,Xervan
Band 2877,Michael Marcus Thurner,male,a1,2016.0,C5,Laccess
Band 2877,Michael Marcus Thurner,male,a1,2016.0,C6,Astirra
Band 2878,Uwe Anton,male,a1,2016.0,C1,Gucky
Band 2878,Uwe Anton,male,a1,2016.0,C2,Farye Sepheroa
Band 2878,Uwe Anton,male,a1,2016.0,C3,Lua Virtanen
Band 2878,Uwe Anton,male,a1,2016.0,C4,Vogel Ziellos
Band 2879,Uwe Anton,male,a1,2016.0,C1,Gucky
Band 2879,Uwe Anton,male,a1,2016.0,C2,Lua Virtanen
Band 2879,Uwe Anton,male,a1,2016.0,C3,Vogel Ziellos
Band 2879,Uwe Anton,male,a1,2016.0,C4,Aichatou Zakara
Band 2879,Uwe Anton,male,a1,2016.0,C5,Farye Sepheroa
Band 288,K. H. Scheer,male,a1,1967.0,C1,Perry Rhodan
Band 288,K. H. Scheer,male,a1,1967.0,C2,Atlan
Band 288,K. H. Scheer,male,a1,1967.0,C3,Julian Tifflor
Band 288,K. H. Scheer,male,a1,1967.0,C4,Melbar Kasom
Band 288,K. H. Scheer,male,a1,1967.0,C5,GREK 1
Band 288,K. H. Scheer,male,a1,1967.0,C6,Miras-Etrin
Band 2880,Michelle Stern,male,a1,2016.0,C1,Gucky
Band 2880,Michelle Stern,male,a1,2016.0,C2,Vogel Ziellos
Band 2880,Michelle Stern,male,a1,2016.0,C3,Lua Virtanen
Band 2880,Michelle Stern,male,a1,2016.0,C4,Farye Sepheroa
Band 2880,Michelle Stern,male,a1,2016.0,C5,Pedcos
Band 2881,Verena Themsen,female,a1,2016.0,C1,Gucky
Band 2881,Verena Themsen,female,a1,2016.0,C2,Vogel Ziellos
Band 2881,Verena Themsen,female,a1,2016.0,C3,Lua Virtanen
Band 2881,Verena Themsen,female,a1,2016.0,C4,Pika Vastire
Band 2882,Hubert Haensel,male,a1,2016.0,C1,Perry Rhodan
Band 2882,Hubert Haensel,male,a1,2016.0,C2,Pey-Ceyan
Band 2882,Hubert Haensel,male,a1,2016.0,C3,Attilar Leccore
Band 2882,Hubert Haensel,male,a1,2016.0,C4,Vac
Band 2882,Hubert Haensel,male,a1,2016.0,C5,Tomrurd
Band 2883,Leo Lukas,male,a1,2016.0,C1,Perry Rhodan
Band 2883,Leo Lukas,male,a1,2016.0,C2,Pey-Ceyan
Band 2883,Leo Lukas,male,a1,2016.0,C3,Duxaluk
Band 2883,Leo Lukas,male,a1,2016.0,C4,Jurukao
Band 2883,Leo Lukas,male,a1,2016.0,C5,Attilar Leccore
Band 2883,Leo Lukas,male,a1,2016.0,C6,Xirtaaluk
Band 2884,Robert Corvus,male,a1,2016.0,C1,Perry Rhodan
Band 2884,Robert Corvus,male,a1,2016.0,C2,Attilar Leccore
Band 2884,Robert Corvus,male,a1,2016.0,C3,Mixandrac
Band 2884,Robert Corvus,male,a1,2016.0,C4,Lutoo
Band 2885,Robert Corvus,male,a1,2016.0,C1,Perry Rhodan
Band 2885,Robert Corvus,male,a1,2016.0,C2,Attilar Leccore
Band 2885,Robert Corvus,male,a1,2016.0,C3,Mixandrac
Band 2885,Robert Corvus,male,a1,2016.0,C4,Lutoo
Band 2886,Michael Marcus Thurner,male,a1,2016.0,C1,Col Tschubai
Band 2886,Michael Marcus Thurner,male,a1,2016.0,C2,Allistair Woltera
Band 2886,Michael Marcus Thurner,male,a1,2016.0,C3,Sergio Kakulkan
Band 2887,Susan Schwartz,female,a1,2016.0,C1,Col Tschubai
Band 2887,Susan Schwartz,female,a1,2016.0,C2,Perry Rhodan
Band 2887,Susan Schwartz,female,a1,2016.0,C3,Attilar Leccore
Band 2887,Susan Schwartz,female,a1,2016.0,C4,Sichu Dorksteiger
Band 2888,Hubert Haensel,male,a1,2016.0,C1,Col Tschubai
Band 2888,Susan Schwartz,female,a2,2016.0,C1,Col Tschubai
Band 2888,Hubert Haensel,male,a1,2016.0,C2,Perry Rhodan
Band 2888,Susan Schwartz,female,a2,2016.0,C2,Perry Rhodan
Band 2888,Hubert Haensel,male,a1,2016.0,C3,ANANSI
Band 2888,Susan Schwartz,female,a2,2016.0,C3,ANANSI
Band 2889,Verena Themsen,female,a1,2016.0,C1,Gucky
Band 2889,Verena Themsen,female,a1,2016.0,C2,Perry Rhodan
Band 2889,Verena Themsen,female,a1,2016.0,C3,Tellavely
Band 2889,Verena Themsen,female,a1,2016.0,C4,Dominik Sonntag
Band 289,Clark Darlton,male,a1,1967.0,C1,Gucky
Band 289,Clark Darlton,male,a1,1967.0,C2,Rakal und Tronar Woolver
Band 289,Clark Darlton,male,a1,1967.0,C3,Schi
Band 289,Clark Darlton,male,a1,1967.0,C4,Mo
Band 289,Clark Darlton,male,a1,1967.0,C5,Rel
Band 289,Clark Darlton,male,a1,1967.0,C6,Laury Marten
Band 2890,Christian Montillon,male,a1,2017.0,C1,Gucky
Band 2890,Christian Montillon,male,a1,2017.0,C2,Perry Rhodan
Band 2890,Christian Montillon,male,a1,2017.0,C3,Gelcui
Band 2890,Christian Montillon,male,a1,2017.0,C4,Der Pantomat
Band 2891,Michelle Stern,male,a1,2017.0,C1,Farye Sepheroa
Band 2891,Michelle Stern,male,a1,2017.0,C2,Shaker Garofalo
Band 2891,Michelle Stern,male,a1,2017.0,C3,Rogelio Ma
Band 2891,Michelle Stern,male,a1,2017.0,C4,Tanya Luoto
Band 2891,Michelle Stern,male,a1,2017.0,C5,Thamogand
Band 2892,Michelle Stern,male,a1,2017.0,C1,Perry Rhodan
Band 2892,Michelle Stern,male,a1,2017.0,C2,Gucky
Band 2892,Michelle Stern,male,a1,2017.0,C3,Farye Sepheroa
Band 2892,Michelle Stern,male,a1,2017.0,C4,Shaker Garofalo
Band 2892,Michelle Stern,male,a1,2017.0,C5,Thamogand
Band 2893,Leo Lukas,male,a1,2017.0,C1,Perry Rhodan
Band 2893,Leo Lukas,male,a1,2017.0,C2,Fabienne Iukik
Band 2893,Leo Lukas,male,a1,2017.0,C3,Jamal Tennert
Band 2893,Leo Lukas,male,a1,2017.0,C4,Errchchauk
Band 2893,Leo Lukas,male,a1,2017.0,C5,Sichu Dorksteiger
Band 2893,Leo Lukas,male,a1,2017.0,C6,Attilar Leccore
Band 2894,Michael Marcus Thurner,male,a1,2017.0,C1,Perry Rhodan
Band 2894,Michael Marcus Thurner,male,a1,2017.0,C2,Sichu Dorksteiger
Band 2894,Michael Marcus Thurner,male,a1,2017.0,C3,Die Fünfheit
Band 2894,Michael Marcus Thurner,male,a1,2017.0,C4,Bayvtaud
Band 2894,Michael Marcus Thurner,male,a1,2017.0,C5,Nenevtaud
Band 2895,Hubert Haensel,male,a1,2017.0,C1,Perry Rhodan
Band 2895,Hubert Haensel,male,a1,2017.0,C2,Sichu Dorksteiger
Band 2895,Hubert Haensel,male,a1,2017.0,C3,Gholdorodyn
Band 2895,Hubert Haensel,male,a1,2017.0,C4,Saggus
Band 2895,Hubert Haensel,male,a1,2017.0,C5,Gucky
Band 2895,Hubert Haensel,male,a1,2017.0,C6,Bayvtaud
Band 2896,Michael Marcus Thurner,male,a1,2017.0,C1,Perry Rhodan
Band 2896,Michael Marcus Thurner,male,a1,2017.0,C2,Sichu Dorksteiger
Band 2896,Michael Marcus Thurner,male,a1,2017.0,C3,ANANSI
Band 2896,Michael Marcus Thurner,male,a1,2017.0,C4,Bayvtaud
Band 2897,Michelle Stern,male,a1,2017.0,C1,Perry Rhodan
Band 2897,Michelle Stern,male,a1,2017.0,C2,Paddkavu Yolloc
Band 2897,Michelle Stern,male,a1,2017.0,C3,Shydaurd
Band 2897,Michelle Stern,male,a1,2017.0,C4,Attilar Leccore
Band 2897,Michelle Stern,male,a1,2017.0,C5,Sichu Dorksteiger
Band 2898,Uwe Anton,male,a1,2017.0,C1,Perry Rhodan
Band 2898,Uwe Anton,male,a1,2017.0,C2,Sichu Dorksteiger
Band 2898,Uwe Anton,male,a1,2017.0,C3,Tellavely
Band 2898,Uwe Anton,male,a1,2017.0,C4,Gucky
Band 2898,Uwe Anton,male,a1,2017.0,C5,Attilar Leccore
Band 2899,Uwe Anton,male,a1,2017.0,C1,Perry Rhodan
Band 2899,Uwe Anton,male,a1,2017.0,C2,Sichu Dorksteiger
Band 2899,Uwe Anton,male,a1,2017.0,C3,Gucky
Band 2899,Uwe Anton,male,a1,2017.0,C4,Attilar Leccore
Band 2899,Uwe Anton,male,a1,2017.0,C5,Gholdorodyn
Band 29,Kurt Mahr,male,a1,1962.0,C1,Perry Rhodan
Band 29,Kurt Mahr,male,a1,1962.0,C2,Julian Tifflor
Band 29,Kurt Mahr,male,a1,1962.0,C3,Humpry Hifield
Band 29,Kurt Mahr,male,a1,1962.0,C4,Klaus Eberhardt
Band 29,Kurt Mahr,male,a1,1962.0,C5,Mildred Orsons
Band 29,Kurt Mahr,male,a1,1962.0,C6,Felicitas Kergonen
Band 290,Clark Darlton,male,a1,1967.0,C1,Perry Rhodan
Band 290,Clark Darlton,male,a1,1967.0,C2,Gucky
Band 290,Clark Darlton,male,a1,1967.0,C3,Schi
Band 290,Clark Darlton,male,a1,1967.0,C4,Mo
Band 290,Clark Darlton,male,a1,1967.0,C5,Rel
Band 290,Clark Darlton,male,a1,1967.0,C6,Don Redhorse
Band 291,Kurt Mahr,male,a1,1967.0,C1,Tsin Muno
Band 291,Kurt Mahr,male,a1,1967.0,C2,Timo Benz
Band 291,Kurt Mahr,male,a1,1967.0,C3,Warren Levier
Band 291,Kurt Mahr,male,a1,1967.0,C4,Pulpo Rimak
Band 291,Kurt Mahr,male,a1,1967.0,C5,Perry Rhodan
Band 291,Kurt Mahr,male,a1,1967.0,C6,Reginald Bull
Band 292,William Voltz,male,a1,1967.0,C1,Perry Rhodan
Band 292,William Voltz,male,a1,1967.0,C2,Atlan
Band 292,William Voltz,male,a1,1967.0,C3,Major Don Redhorse
Band 292,William Voltz,male,a1,1967.0,C4,Brazos Surfat
Band 292,William Voltz,male,a1,1967.0,C5,Chard Bradon
Band 292,William Voltz,male,a1,1967.0,C6,Lastafandemenreaos Papageorgiu
Band 293,William Voltz,male,a1,1967.0,C1,Perry Rhodan
Band 293,William Voltz,male,a1,1967.0,C2,Atlan
Band 293,William Voltz,male,a1,1967.0,C3,Don Redhorse
Band 293,William Voltz,male,a1,1967.0,C4,Arl Tratlo
Band 293,William Voltz,male,a1,1967.0,C5,Egan Lathar
Band 293,William Voltz,male,a1,1967.0,C6,Grek-1
Band 294,Clark Darlton,male,a1,1967.0,C1,Reginald Bull
Band 294,Clark Darlton,male,a1,1967.0,C2,Allan D. Mercant
Band 294,Clark Darlton,male,a1,1967.0,C3,Tako Kakuta
Band 294,Clark Darlton,male,a1,1967.0,C4,Tama Yokida
Band 294,Clark Darlton,male,a1,1967.0,C5,Montra Matite
Band 294,Clark Darlton,male,a1,1967.0,C6,Perry Rhodan
Band 295,Clark Darlton,male,a1,1967.0,C1,Proht Meyhet
Band 295,Clark Darlton,male,a1,1967.0,C2,Perry Rhodan
Band 295,Clark Darlton,male,a1,1967.0,C3,Grek-1
Band 295,Clark Darlton,male,a1,1967.0,C4,Don Redhorse
Band 295,Clark Darlton,male,a1,1967.0,C5,Major Mario
Band 295,Clark Darlton,male,a1,1967.0,C6,John Marshall
Band 296,Kurt Mahr,male,a1,1967.0,C1,Mirona Thetin
Band 296,Kurt Mahr,male,a1,1967.0,C2,Sergeant Dowen Konnery
Band 296,Kurt Mahr,male,a1,1967.0,C3,Korporal Sid Goldstein
Band 296,Kurt Mahr,male,a1,1967.0,C4,Atlan
Band 296,Kurt Mahr,male,a1,1967.0,C5,Perry Rhodan
Band 296,Kurt Mahr,male,a1,1967.0,C6,Hine Luper
Band 297,H. G. Ewers,male,a1,1967.0,C1,Trinar Molat
Band 297,H. G. Ewers,male,a1,1967.0,C2,Hakolin
Band 297,H. G. Ewers,male,a1,1967.0,C3,Perry Rhodan
Band 297,H. G. Ewers,male,a1,1967.0,C4,Atlan
Band 297,H. G. Ewers,male,a1,1967.0,C5,Grek 1
Band 297,H. G. Ewers,male,a1,1967.0,C6,Gucky
Band 298,H. G. Ewers,male,a1,1967.0,C1,Tengri Lethos
Band 298,H. G. Ewers,male,a1,1967.0,C2,Gucky
Band 298,H. G. Ewers,male,a1,1967.0,C3,Baar Lun
Band 298,H. G. Ewers,male,a1,1967.0,C4,Perry Rhodan
Band 298,H. G. Ewers,male,a1,1967.0,C5,Atlan
Band 298,H. G. Ewers,male,a1,1967.0,C6,Omar Hawk
Band 299,William Voltz,male,a1,1967.0,C1,Mirona Thetin
Band 299,William Voltz,male,a1,1967.0,C2,Atlan
Band 299,William Voltz,male,a1,1967.0,C3,Heske Alurin
Band 299,William Voltz,male,a1,1967.0,C4,Perry Rhodan
Band 299,William Voltz,male,a1,1967.0,C5,Krantar
Band 299,William Voltz,male,a1,1967.0,C6,Don Redhorse
Band 3,K. H. Scheer,male,a1,1961.0,C1,Perry Rhodan
Band 3,K. H. Scheer,male,a1,1961.0,C2,Reginald Bull genannt „Bully“
Band 3,K. H. Scheer,male,a1,1961.0,C3,Dr. Eric Manoli
Band 3,K. H. Scheer,male,a1,1961.0,C4,Dr. Frank M. Haggard
Band 3,K. H. Scheer,male,a1,1961.0,C5,Crest
Band 3,K. H. Scheer,male,a1,1961.0,C6,Thora
Band 30,Kurt Mahr,male,a1,1962.0,C1,Perry Rhodan
Band 30,Kurt Mahr,male,a1,1962.0,C2,Reginald Bull
Band 30,Kurt Mahr,male,a1,1962.0,C3,Julian Tifflor
Band 30,Kurt Mahr,male,a1,1962.0,C4,Klaus Eberhardt
Band 30,Kurt Mahr,male,a1,1962.0,C5,Humpry Hifield
Band 30,Kurt Mahr,male,a1,1962.0,C6,Gucky
Band 300,K. H. Scheer,male,a1,1967.0,C1,Perry Rhodan
Band 300,K. H. Scheer,male,a1,1967.0,C2,Atlan
Band 300,K. H. Scheer,male,a1,1967.0,C3,Roi Danton
Band 300,K. H. Scheer,male,a1,1967.0,C4,Oro Masut
Band 300,K. H. Scheer,male,a1,1967.0,C5,Rasto Hims
Band 300,K. H. Scheer,male,a1,1967.0,C6,Major Kary Akanura
Band 301,William Voltz,male,a1,1967.0,C1,Oberst Don Redhorse
Band 301,William Voltz,male,a1,1967.0,C2,Captain Carruther
Band 301,William Voltz,male,a1,1967.0,C3,Spinoza
Band 301,William Voltz,male,a1,1967.0,C4,Burnett
Band 301,William Voltz,male,a1,1967.0,C5,Zachery Parral
Band 301,William Voltz,male,a1,1967.0,C6,Cafana Velarde
Band 302,Clark Darlton,male,a1,1967.0,C1,Allan D. Mercant
Band 302,Clark Darlton,male,a1,1967.0,C2,Gucky und „Söhnchen“
Band 302,Clark Darlton,male,a1,1967.0,C3,Mory Rhodan-Abro
Band 302,Clark Darlton,male,a1,1967.0,C4,Suzan Betty Rhodan-Waringer
Band 302,Clark Darlton,male,a1,1967.0,C5,Major Ronar Meztu
Band 302,Clark Darlton,male,a1,1967.0,C6,Kmehr
Band 303,H. G. Ewers,male,a1,1967.0,C1,Roi Danton
Band 303,H. G. Ewers,male,a1,1967.0,C2,Oro Masut
Band 303,H. G. Ewers,male,a1,1967.0,C3,Orbiter Kaiman
Band 303,H. G. Ewers,male,a1,1967.0,C4,Janine Goya
Band 303,H. G. Ewers,male,a1,1967.0,C5,Perry Rhodan
Band 303,H. G. Ewers,male,a1,1967.0,C6,Atlan
Band 304,H. G. Ewers,male,a1,1967.0,C1,Perry Rhodan
Band 304,H. G. Ewers,male,a1,1967.0,C2,Roi Danton
Band 304,H. G. Ewers,male,a1,1967.0,C3,Atlan
Band 304,H. G. Ewers,male,a1,1967.0,C4,Orbiter Kaiman
Band 304,H. G. Ewers,male,a1,1967.0,C5,Janine Goya
Band 304,H. G. Ewers,male,a1,1967.0,C6,Tako Kakuta
Band 305,Kurt Mahr,male,a1,1967.0,C1,Perry Rhodan
Band 305,Kurt Mahr,male,a1,1967.0,C2,Captain Rod Steiger
Band 305,Kurt Mahr,male,a1,1967.0,C3,Leutnant Luigi Bernardo
Band 305,Kurt Mahr,male,a1,1967.0,C4,Generalmajor Albert Mannheimer
Band 305,Kurt Mahr,male,a1,1967.0,C5,Linus Caldwell
Band 305,Kurt Mahr,male,a1,1967.0,C6,Roi Danton
Band 306,Conrad Shepherd,male,a1,1967.0,C1,Oberst Clark Dentcher
Band 306,Conrad Shepherd,male,a1,1967.0,C2,Major Phil Hagenty
Band 306,Conrad Shepherd,male,a1,1967.0,C3,Pen Tunither
Band 306,Conrad Shepherd,male,a1,1967.0,C4,Gilbert Hestinger
Band 306,Conrad Shepherd,male,a1,1967.0,C5,Hain Mungu
Band 306,Conrad Shepherd,male,a1,1967.0,C6,Salmon Peruton
Band 307,K. H. Scheer,male,a1,1967.0,C1,Atlan
Band 307,K. H. Scheer,male,a1,1967.0,C2,Roi Danton
Band 307,K. H. Scheer,male,a1,1967.0,C3,Oro Masut
Band 307,K. H. Scheer,male,a1,1967.0,C4,Melbar Kasom
Band 307,K. H. Scheer,male,a1,1967.0,C5,Pen Tunither
Band 307,K. H. Scheer,male,a1,1967.0,C6,Gilbert Hestinger
Band 308,William Voltz,male,a1,1967.0,C1,Squart Menchos
Band 308,William Voltz,male,a1,1967.0,C2,Grange Keegan
Band 308,William Voltz,male,a1,1967.0,C3,Gord Kirilo
Band 308,William Voltz,male,a1,1967.0,C4,Roi Danton
Band 308,William Voltz,male,a1,1967.0,C5,Oro Masut
Band 308,William Voltz,male,a1,1967.0,C6,Perry Rhodan
Band 309,H. G. Ewers,male,a1,1967.0,C1,Perry Rhodan
Band 309,H. G. Ewers,male,a1,1967.0,C2,Roi Danton
Band 309,H. G. Ewers,male,a1,1967.0,C3,Pandar Runete
Band 309,H. G. Ewers,male,a1,1967.0,C4,Tako Kakuta
Band 309,H. G. Ewers,male,a1,1967.0,C5,Fellmer Lloyd
Band 309,H. G. Ewers,male,a1,1967.0,C6,Atlan
Band 31,W. W. Shols,male,a1,1962.0,C1,Perry Rhodan
Band 31,W. W. Shols,male,a1,1962.0,C2,Reginald Bull
Band 31,W. W. Shols,male,a1,1962.0,C3,Oberst Freyt
Band 31,W. W. Shols,male,a1,1962.0,C4,Iwan Iwanowitsch Goratschin
Band 31,W. W. Shols,male,a1,1962.0,C5,Tako Kakuta
Band 31,W. W. Shols,male,a1,1962.0,C6,Homer G. Adams
Band 310,Clark Darlton,male,a1,1967.0,C1,Gucky
Band 310,Clark Darlton,male,a1,1967.0,C2,Jumpy
Band 310,Clark Darlton,male,a1,1967.0,C3,John Marshall
Band 310,Clark Darlton,male,a1,1967.0,C4,Ras Tschubai
Band 310,Clark Darlton,male,a1,1967.0,C5,Wuriu Sengu
Band 310,Clark Darlton,male,a1,1967.0,C6,Reginald Bull
Band 311,Kurt Mahr,male,a1,1967.0,C1,Roi Danton
Band 311,Kurt Mahr,male,a1,1967.0,C2,Perry Rhodan
Band 311,Kurt Mahr,male,a1,1967.0,C3,Major Pandar Runete
Band 311,Kurt Mahr,male,a1,1967.0,C4,Fellmer Lloyd
Band 311,Kurt Mahr,male,a1,1967.0,C5,Tako Kakuta
Band 311,Kurt Mahr,male,a1,1967.0,C6,"Atlan, »Der Große Gewaltige«"
Band 312,William Voltz,male,a1,1967.0,C1,Perry Rhodan
Band 312,William Voltz,male,a1,1967.0,C2,Roi Danton
Band 312,William Voltz,male,a1,1967.0,C3,General Ems Kastori
Band 312,William Voltz,male,a1,1967.0,C4,Fellmer Lloyd
Band 312,William Voltz,male,a1,1967.0,C5,Major Hole Hohle
Band 312,William Voltz,male,a1,1967.0,C6,Leutnant Mash Olney
Band 313,William Voltz,male,a1,1967.0,C1,Perry Rhodan
Band 313,William Voltz,male,a1,1967.0,C2,Fellmer Lloyd
Band 313,William Voltz,male,a1,1967.0,C3,Major Hole Hohle
Band 313,William Voltz,male,a1,1967.0,C4,Leutnant Mash Olney
Band 313,William Voltz,male,a1,1967.0,C5,Sergeant Wish Haagard
Band 313,William Voltz,male,a1,1967.0,C6,Korporal Wallen Overmile
Band 314,H. G. Ewers,male,a1,1967.0,C1,Perry Rhodan
Band 314,H. G. Ewers,male,a1,1967.0,C2,Atlan
Band 314,H. G. Ewers,male,a1,1967.0,C3,Roi Danton
Band 314,H. G. Ewers,male,a1,1967.0,C4,General Ems Kastori
Band 314,H. G. Ewers,male,a1,1967.0,C5,Major Tschai Kulu
Band 314,H. G. Ewers,male,a1,1967.0,C6,Melbar Kasom
Band 315,H. G. Ewers,male,a1,1967.0,C1,Perry Rhodan
Band 315,H. G. Ewers,male,a1,1967.0,C2,Atlan
Band 315,H. G. Ewers,male,a1,1967.0,C3,Roi Danton
Band 315,H. G. Ewers,male,a1,1967.0,C4,Oro Masut
Band 315,H. G. Ewers,male,a1,1967.0,C5,Melbar Kasom
Band 315,H. G. Ewers,male,a1,1967.0,C6,Captain Art Huron
Band 316,Clark Darlton,male,a1,1967.0,C1,Reginald Bull
Band 316,Clark Darlton,male,a1,1967.0,C2,Gucky
Band 316,Clark Darlton,male,a1,1967.0,C3,Jumpy
Band 316,Clark Darlton,male,a1,1967.0,C4,Ras Tschubai
Band 316,Clark Darlton,male,a1,1967.0,C5,John Marshall
Band 316,Clark Darlton,male,a1,1967.0,C6,Wuriu Sengu
Band 317,Kurt Mahr,male,a1,1967.0,C1,Ül
Band 317,Kurt Mahr,male,a1,1967.0,C2,Iraloth
Band 317,Kurt Mahr,male,a1,1967.0,C3,Harper Lenn
Band 317,Kurt Mahr,male,a1,1967.0,C4,Link Stovall
Band 317,Kurt Mahr,male,a1,1967.0,C5,Christopher Savv
Band 317,Kurt Mahr,male,a1,1967.0,C6,Con Bayth
Band 318,Conrad Shepherd,male,a1,1967.0,C1,Perry Rhodan
Band 318,Conrad Shepherd,male,a1,1967.0,C2,Roi Danton
Band 318,Conrad Shepherd,male,a1,1967.0,C3,Atlan
Band 318,Conrad Shepherd,male,a1,1967.0,C4,Melbar Kasom
Band 318,Conrad Shepherd,male,a1,1967.0,C5,Oro Masut
Band 318,Conrad Shepherd,male,a1,1967.0,C6,Trikort
Band 319,Conrad Shepherd,male,a1,1967.0,C1,Perry Rhodan
Band 319,Conrad Shepherd,male,a1,1967.0,C2,Oro Masut
Band 319,Conrad Shepherd,male,a1,1967.0,C3,Melbar Kasom
Band 319,Conrad Shepherd,male,a1,1967.0,C4,Aron
Band 319,Conrad Shepherd,male,a1,1967.0,C5,Colar
